areaType,areaName,areaCode,dateyear,dailytotalvaccinationgiven,newPeopleVaccinatedFirstDose,newPeopleVaccinatedSecondDose,newPeopleVaccinatedThirdInjection
nation,Scotland,S92000003,30/05/2021,38352,16827,21525,
nation,Scotland,S92000003,29/05/2021,42860,18541,24319,
nation,Scotland,S92000003,28/05/2021,47122,19719,27403,
nation,Scotland,S92000003,27/05/2021,49965,21244,28721,
nation,Scotland,S92000003,26/05/2021,47550,19074,28476,
nation,Scotland,S92000003,25/05/2021,49962,17367,32595,
nation,Scotland,S92000003,24/05/2021,45456,16421,29035,
nation,Scotland,S92000003,23/05/2021,36375,13126,23249,
nation,Scotland,S92000003,22/05/2021,41452,12478,28974,
nation,Scotland,S92000003,21/05/2021,45006,14090,30916,
nation,Scotland,S92000003,20/05/2021,45571,18603,26968,
nation,Scotland,S92000003,19/05/2021,49949,12265,37684,
nation,Scotland,S92000003,18/05/2021,41150,6231,34919,
nation,Scotland,S92000003,17/05/2021,40295,9362,30933,
nation,Scotland,S92000003,16/05/2021,32960,15455,17505,
nation,Scotland,S92000003,15/05/2021,38508,16996,21512,
nation,Scotland,S92000003,14/05/2021,41536,17782,23754,
nation,Scotland,S92000003,13/05/2021,41814,17388,24426,
nation,Scotland,S92000003,12/05/2021,44015,19565,24450,
nation,Scotland,S92000003,11/05/2021,39917,19641,20276,
nation,Scotland,S92000003,10/05/2021,41124,19807,21317,
nation,Scotland,S92000003,09/05/2021,28181,11181,17000,
nation,Scotland,S92000003,08/05/2021,32089,14591,17498,
nation,Scotland,S92000003,07/05/2021,33341,6751,26590,
nation,Scotland,S92000003,06/05/2021,39910,15998,23912,
nation,Scotland,S92000003,05/05/2021,40215,13801,26414,
nation,Scotland,S92000003,04/05/2021,38905,13073,25832,
nation,Scotland,S92000003,03/05/2021,30257,8806,21451,
nation,Scotland,S92000003,02/05/2021,36138,7203,28935,
nation,Scotland,S92000003,01/05/2021,40211,6409,33802,
nation,Scotland,S92000003,30/04/2021,48192,9191,39001,
nation,Scotland,S92000003,29/04/2021,45574,5342,40232,
nation,Scotland,S92000003,28/04/2021,48514,6832,41682,
nation,Scotland,S92000003,27/04/2021,48073,7816,40257,
nation,Scotland,S92000003,26/04/2021,42378,8392,33986,
nation,Scotland,S92000003,25/04/2021,28929,2611,26318,
nation,Scotland,S92000003,24/04/2021,55758,6552,49206,
nation,Scotland,S92000003,23/04/2021,50178,6226,43952,
nation,Scotland,S92000003,22/04/2021,54203,3206,50997,
nation,Scotland,S92000003,21/04/2021,53176,2600,50576,
nation,Scotland,S92000003,20/04/2021,52911,2523,50388,
nation,Scotland,S92000003,19/04/2021,42510,2358,40152,
nation,Scotland,S92000003,18/04/2021,22158,3463,18695,
nation,Scotland,S92000003,17/04/2021,33550,10844,22706,
nation,Scotland,S92000003,16/04/2021,38256,11303,26953,
nation,Scotland,S92000003,15/04/2021,40179,13393,26786,
nation,Scotland,S92000003,14/04/2021,41273,13720,27553,
nation,Scotland,S92000003,13/04/2021,41561,12265,29296,
nation,Scotland,S92000003,12/04/2021,28935,13983,14952,
nation,Scotland,S92000003,11/04/2021,32444,11145,21299,
nation,Scotland,S92000003,10/04/2021,31230,14054,17176,
nation,Scotland,S92000003,09/04/2021,44834,17947,26887,
nation,Scotland,S92000003,08/04/2021,41182,16746,24436,
nation,Scotland,S92000003,07/04/2021,36036,14899,21137,
nation,Scotland,S92000003,06/04/2021,31575,16116,15459,
nation,Scotland,S92000003,05/04/2021,19942,12536,7406,
nation,Scotland,S92000003,04/04/2021,16760,11443,5317,
nation,Scotland,S92000003,03/04/2021,34064,17948,16116,
nation,Scotland,S92000003,02/04/2021,40542,20141,20401,
nation,Scotland,S92000003,01/04/2021,37899,22421,15478,
nation,Scotland,S92000003,31/03/2021,54744,27786,26958,
nation,Scotland,S92000003,30/03/2021,51467,27998,23469,
nation,Scotland,S92000003,29/03/2021,43928,27262,16666,
nation,Scotland,S92000003,28/03/2021,38875,24123,14752,
nation,Scotland,S92000003,27/03/2021,49854,27351,22503,
nation,Scotland,S92000003,26/03/2021,50875,35975,14900,
nation,Scotland,S92000003,25/03/2021,53699,37121,16578,
nation,Scotland,S92000003,24/03/2021,50083,36099,13984,
nation,Scotland,S92000003,23/03/2021,48521,34940,13581,
nation,Scotland,S92000003,22/03/2021,42847,32272,10575,
nation,Scotland,S92000003,21/03/2021,42368,37460,4908,
nation,Scotland,S92000003,20/03/2021,43076,34160,8916,
nation,Scotland,S92000003,19/03/2021,54157,44320,9837,
nation,Scotland,S92000003,18/03/2021,52793,43458,9335,
nation,Scotland,S92000003,17/03/2021,51405,41184,10221,
nation,Scotland,S92000003,16/03/2021,49298,38311,10987,
nation,Scotland,S92000003,15/03/2021,43463,34516,8947,
nation,Scotland,S92000003,14/03/2021,22201,20294,1907,
nation,Scotland,S92000003,13/03/2021,25362,21574,3788,
nation,Scotland,S92000003,12/03/2021,29328,22487,6841,
nation,Scotland,S92000003,11/03/2021,26812,18836,7976,
nation,Scotland,S92000003,10/03/2021,25315,16642,8673,
nation,Scotland,S92000003,09/03/2021,28855,19781,9074,
nation,Scotland,S92000003,08/03/2021,19672,14718,4954,
nation,Scotland,S92000003,07/03/2021,17711,14909,2802,
nation,Scotland,S92000003,06/03/2021,17730,15881,1849,
nation,Scotland,S92000003,05/03/2021,32081,26197,5884,
nation,Scotland,S92000003,04/03/2021,37203,29064,8139,
nation,Scotland,S92000003,03/03/2021,34237,26729,7508,
nation,Scotland,S92000003,02/03/2021,35623,27518,8105,
nation,Scotland,S92000003,01/03/2021,28363,22783,5580,
nation,Scotland,S92000003,28/02/2021,20236,17883,2353,
nation,Scotland,S92000003,27/02/2021,27876,23542,4334,
nation,Scotland,S92000003,26/02/2021,34062,27224,6838,
nation,Scotland,S92000003,25/02/2021,35628,26949,8679,
nation,Scotland,S92000003,24/02/2021,34443,27903,6540,
nation,Scotland,S92000003,23/02/2021,29754,22836,6918,
nation,Scotland,S92000003,22/02/2021,25614,19753,5861,
nation,Scotland,S92000003,21/02/2021,15409,13546,1863,
nation,Scotland,S92000003,20/02/2021,21305,19299,2006,
nation,Scotland,S92000003,19/02/2021,30949,26491,4458,
nation,Scotland,S92000003,18/02/2021,36032,31186,4846,
nation,Scotland,S92000003,17/02/2021,38652,34892,3760,
nation,Scotland,S92000003,16/02/2021,35342,32070,3272,
nation,Scotland,S92000003,15/02/2021,35450,32814,2636,
nation,Scotland,S92000003,14/02/2021,31636,31416,220,
nation,Scotland,S92000003,13/02/2021,50601,50329,272,
nation,Scotland,S92000003,12/02/2021,60263,59820,443,
nation,Scotland,S92000003,11/02/2021,65249,64878,371,
nation,Scotland,S92000003,10/02/2021,63507,63178,329,
nation,Scotland,S92000003,09/02/2021,58056,57447,609,
nation,Scotland,S92000003,08/02/2021,62866,61299,1567,
nation,Scotland,S92000003,07/02/2021,27665,27557,108,
nation,Scotland,S92000003,06/02/2021,53089,52839,250,
nation,Scotland,S92000003,05/02/2021,44718,43915,803,
nation,Scotland,S92000003,04/02/2021,48663,48165,498,
nation,Scotland,S92000003,03/02/2021,45358,45085,273,
nation,Scotland,S92000003,02/02/2021,38897,38484,413,
nation,Scotland,S92000003,01/02/2021,35377,34881,496,
nation,Scotland,S92000003,31/01/2021,9683,9628,55,
nation,Scotland,S92000003,30/01/2021,23055,22899,156,
nation,Scotland,S92000003,29/01/2021,28058,27515,543,
nation,Scotland,S92000003,28/01/2021,24509,24197,312,
nation,Scotland,S92000003,27/01/2021,29753,29566,187,
nation,Scotland,S92000003,26/01/2021,24728,24192,536,
nation,Scotland,S92000003,25/01/2021,23020,22498,522,
nation,Scotland,S92000003,24/01/2021,11519,11364,155,
nation,Scotland,S92000003,23/01/2021,23566,23371,195,
nation,Scotland,S92000003,22/01/2021,22712,22213,499,
nation,Scotland,S92000003,21/01/2021,23806,23583,223,
nation,Scotland,S92000003,20/01/2021,25258,24962,296,
nation,Scotland,S92000003,19/01/2021,25611,25327,284,
nation,Scotland,S92000003,18/01/2021,19779,19591,188,
nation,Scotland,S92000003,17/01/2021,4892,4851,41,
nation,Scotland,S92000003,16/01/2021,18361,18216,145,
nation,Scotland,S92000003,15/01/2021,17265,17084,181,
nation,Scotland,S92000003,14/01/2021,16774,16633,141,
nation,Scotland,S92000003,13/01/2021,16442,16242,200,
nation,Scotland,S92000003,12/01/2021,16156,16023,133,
nation,Scotland,S92000003,11/01/2021,12664,12565,99,
nation,Scotland,S92000003,10/01/2021,,,,
nation,Wales,W92000004,26/11/2021,0,0,0,0
nation,Wales,W92000004,25/11/2021,16406,381,624,15401
nation,Wales,W92000004,24/11/2021,16202,379,863,14960
nation,Wales,W92000004,23/11/2021,16386,604,866,14916
nation,Wales,W92000004,22/11/2021,13033,358,620,12055
nation,Wales,W92000004,21/11/2021,14275,845,733,12697
nation,Wales,W92000004,20/11/2021,14815,1019,812,12984
nation,Wales,W92000004,19/11/2021,16803,481,683,15639
nation,Wales,W92000004,18/11/2021,19010,838,679,17493
nation,Wales,W92000004,17/11/2021,16019,489,598,14932
nation,Wales,W92000004,16/11/2021,18545,966,689,16890
nation,Wales,W92000004,15/11/2021,13028,888,361,11779
nation,Wales,W92000004,14/11/2021,11864,637,410,10817
nation,Wales,W92000004,13/11/2021,15693,1721,657,13315
nation,Wales,W92000004,12/11/2021,18352,780,741,16831
nation,Wales,W92000004,11/11/2021,18175,554,671,16950
nation,Wales,W92000004,10/11/2021,18549,742,721,17086
nation,Wales,W92000004,09/11/2021,17514,858,634,16022
nation,Wales,W92000004,08/11/2021,15650,918,514,14218
nation,Wales,W92000004,07/11/2021,11571,1127,514,9930
nation,Wales,W92000004,06/11/2021,15470,1703,548,13219
nation,Wales,W92000004,05/11/2021,18240,776,728,16736
nation,Wales,W92000004,04/11/2021,17834,675,655,16504
nation,Wales,W92000004,03/11/2021,16820,720,762,15338
nation,Wales,W92000004,02/11/2021,18469,1054,693,16722
nation,Wales,W92000004,01/11/2021,15336,992,610,13734
nation,Wales,W92000004,31/10/2021,9579,2661,362,6556
nation,Wales,W92000004,30/10/2021,13768,2289,493,10986
nation,Wales,W92000004,29/10/2021,16777,1781,553,14443
nation,Wales,W92000004,28/10/2021,16997,1612,531,14854
nation,Wales,W92000004,27/10/2021,16880,1699,700,14481
nation,Wales,W92000004,26/10/2021,15430,2440,677,12313
nation,Wales,W92000004,25/10/2021,26184,3266,528,22390
nation,Wales,W92000004,24/10/2021,9699,2831,322,6546
nation,Wales,W92000004,23/10/2021,15147,3921,439,10787
nation,Wales,W92000004,22/10/2021,20538,1238,717,18583
nation,Wales,W92000004,21/10/2021,1838,1142,696,
nation,Wales,W92000004,20/10/2021,2341,1282,1059,
nation,Wales,W92000004,19/10/2021,1968,1161,807,
nation,Wales,W92000004,18/10/2021,1991,1322,669,
nation,Wales,W92000004,17/10/2021,5029,4753,276,
nation,Wales,W92000004,16/10/2021,5793,5293,500,
nation,Wales,W92000004,15/10/2021,2586,1412,1174,
nation,Wales,W92000004,14/10/2021,1904,1098,806,
nation,Wales,W92000004,13/10/2021,2189,1026,1163,
nation,Wales,W92000004,12/10/2021,2570,1440,1130,
nation,Wales,W92000004,11/10/2021,1795,1077,718,
nation,Wales,W92000004,10/10/2021,6004,5556,448,
nation,Wales,W92000004,09/10/2021,5960,5238,722,
nation,Wales,W92000004,08/10/2021,1405,741,664,
nation,Wales,W92000004,07/10/2021,2013,1413,600,
nation,Wales,W92000004,06/10/2021,2938,2124,814,
nation,Wales,W92000004,05/10/2021,1056,488,568,
nation,Wales,W92000004,04/10/2021,1418,803,615,
nation,Wales,W92000004,03/10/2021,4703,3839,864,
nation,Wales,W92000004,02/10/2021,3856,3391,465,
nation,Wales,W92000004,01/10/2021,1044,393,651,
nation,Wales,W92000004,30/09/2021,1110,395,715,
nation,Wales,W92000004,29/09/2021,998,370,628,
nation,Wales,W92000004,28/09/2021,1039,449,590,
nation,Wales,W92000004,27/09/2021,1360,510,850,
nation,Wales,W92000004,26/09/2021,2552,1864,688,
nation,Wales,W92000004,25/09/2021,2357,1756,601,
nation,Wales,W92000004,24/09/2021,1611,653,958,
nation,Wales,W92000004,23/09/2021,961,402,559,
nation,Wales,W92000004,22/09/2021,1696,652,1044,
nation,Wales,W92000004,21/09/2021,1708,564,1144,
nation,Wales,W92000004,20/09/2021,2038,489,1549,
nation,Wales,W92000004,19/09/2021,810,374,436,
nation,Wales,W92000004,18/09/2021,2219,823,1396,
nation,Wales,W92000004,17/09/2021,2525,1173,1352,
nation,Wales,W92000004,16/09/2021,2084,834,1250,
nation,Wales,W92000004,15/09/2021,2034,709,1325,
nation,Wales,W92000004,14/09/2021,2634,0,6067,
nation,Wales,W92000004,13/09/2021,1726,722,1004,
nation,Wales,W92000004,12/09/2021,1239,410,829,
nation,Wales,W92000004,11/09/2021,2308,684,1624,
nation,Wales,W92000004,10/09/2021,3024,1045,1979,
nation,Wales,W92000004,09/09/2021,2410,870,1540,
nation,Wales,W92000004,08/09/2021,2112,770,1342,
nation,Wales,W92000004,07/09/2021,2777,1043,1734,
nation,Wales,W92000004,06/09/2021,1689,793,896,
nation,Wales,W92000004,05/09/2021,1712,668,1044,
nation,Wales,W92000004,04/09/2021,2699,1302,1397,
nation,Wales,W92000004,03/09/2021,3979,1679,2300,
nation,Wales,W92000004,02/09/2021,5187,2139,3048,
nation,Wales,W92000004,01/09/2021,3297,1942,1355,
nation,Wales,W92000004,31/08/2021,3268,1303,1965,
nation,Wales,W92000004,30/08/2021,162,48,114,
nation,Wales,W92000004,29/08/2021,1347,778,569,
nation,Wales,W92000004,28/08/2021,2391,883,1508,
nation,Wales,W92000004,27/08/2021,4985,1777,3208,
nation,Wales,W92000004,26/08/2021,5706,2268,3438,
nation,Wales,W92000004,25/08/2021,5770,3629,2141,
nation,Wales,W92000004,24/08/2021,6907,4118,2789,
nation,Wales,W92000004,23/08/2021,5130,3680,1450,
nation,Wales,W92000004,22/08/2021,3762,1061,2701,
nation,Wales,W92000004,21/08/2021,6557,3736,2821,
nation,Wales,W92000004,20/08/2021,6540,3596,2944,
nation,Wales,W92000004,19/08/2021,6891,3755,3136,
nation,Wales,W92000004,18/08/2021,6636,3260,3376,
nation,Wales,W92000004,17/08/2021,7247,3497,3750,
nation,Wales,W92000004,16/08/2021,4227,1955,2272,
nation,Wales,W92000004,15/08/2021,4265,1185,3080,
nation,Wales,W92000004,14/08/2021,5477,1187,4290,
nation,Wales,W92000004,13/08/2021,6076,1443,4633,
nation,Wales,W92000004,12/08/2021,5678,1483,4195,
nation,Wales,W92000004,11/08/2021,6673,1911,4762,
nation,Wales,W92000004,10/08/2021,6394,1942,4452,
nation,Wales,W92000004,09/08/2021,4521,1291,3230,
nation,Wales,W92000004,08/08/2021,5463,1274,4189,
nation,Wales,W92000004,07/08/2021,7684,1549,6135,
nation,Wales,W92000004,06/08/2021,6840,1311,5529,
nation,Wales,W92000004,05/08/2021,8454,933,7521,
nation,Wales,W92000004,04/08/2021,9577,817,8760,
nation,Wales,W92000004,03/08/2021,10336,989,9347,
nation,Wales,W92000004,02/08/2021,8435,881,7554,
nation,Wales,W92000004,01/08/2021,4634,594,4040,
nation,Wales,W92000004,31/07/2021,8813,1007,7806,
nation,Wales,W92000004,30/07/2021,7969,989,6980,
nation,Wales,W92000004,29/07/2021,12301,1355,10946,
nation,Wales,W92000004,28/07/2021,14091,1154,12937,
nation,Wales,W92000004,27/07/2021,11810,1205,10605,
nation,Wales,W92000004,26/07/2021,12037,1071,10966,
nation,Wales,W92000004,25/07/2021,9269,923,8346,
nation,Wales,W92000004,24/07/2021,9977,1208,8769,
nation,Wales,W92000004,23/07/2021,12708,857,11851,
nation,Wales,W92000004,22/07/2021,14591,1036,13555,
nation,Wales,W92000004,21/07/2021,14168,1053,13115,
nation,Wales,W92000004,20/07/2021,13935,1073,12862,
nation,Wales,W92000004,19/07/2021,9162,582,8580,
nation,Wales,W92000004,18/07/2021,7505,766,6739,
nation,Wales,W92000004,17/07/2021,13895,970,12925,
nation,Wales,W92000004,16/07/2021,14873,1535,13338,
nation,Wales,W92000004,15/07/2021,16308,935,15373,
nation,Wales,W92000004,14/07/2021,16158,1149,15009,
nation,Wales,W92000004,13/07/2021,16948,1291,15657,
nation,Wales,W92000004,12/07/2021,14836,1343,13493,
nation,Wales,W92000004,11/07/2021,8243,860,7383,
nation,Wales,W92000004,10/07/2021,16607,1636,14971,
nation,Wales,W92000004,09/07/2021,13344,1408,11936,
nation,Wales,W92000004,08/07/2021,16567,1386,15181,
nation,Wales,W92000004,07/07/2021,19930,1491,18439,
nation,Wales,W92000004,06/07/2021,20088,1584,18504,
nation,Wales,W92000004,05/07/2021,16586,1082,15504,
nation,Wales,W92000004,04/07/2021,8007,1199,6808,
nation,Wales,W92000004,03/07/2021,12781,1491,11290,
nation,Wales,W92000004,02/07/2021,17943,1228,16715,
nation,Wales,W92000004,01/07/2021,19515,1434,18081,
nation,Wales,W92000004,30/06/2021,19869,1885,17984,
nation,Wales,W92000004,29/06/2021,19664,2698,16966,
nation,Wales,W92000004,28/06/2021,17371,1825,15546,
nation,Wales,W92000004,27/06/2021,9710,944,8766,
nation,Wales,W92000004,26/06/2021,12835,2144,10691,
nation,Wales,W92000004,25/06/2021,18577,2114,16463,
nation,Wales,W92000004,24/06/2021,21740,2128,19612,
nation,Wales,W92000004,23/06/2021,22021,3402,18619,
nation,Wales,W92000004,22/06/2021,21929,3211,18718,
nation,Wales,W92000004,21/06/2021,18330,1561,16769,
nation,Wales,W92000004,20/06/2021,10079,1619,8460,
nation,Wales,W92000004,19/06/2021,21453,3055,18398,
nation,Wales,W92000004,18/06/2021,21323,4504,16819,
nation,Wales,W92000004,17/06/2021,22896,3033,19863,
nation,Wales,W92000004,16/06/2021,25081,3218,21863,
nation,Wales,W92000004,15/06/2021,25455,4178,21277,
nation,Wales,W92000004,14/06/2021,28323,2072,26251,
nation,Wales,W92000004,13/06/2021,9644,2981,6663,
nation,Wales,W92000004,12/06/2021,25552,5700,19852,
nation,Wales,W92000004,11/06/2021,27364,5685,21679,
nation,Wales,W92000004,10/06/2021,28291,6180,22111,
nation,Wales,W92000004,09/06/2021,27694,5025,22669,
nation,Wales,W92000004,08/06/2021,26126,5033,21093,
nation,Wales,W92000004,07/06/2021,23310,1972,21338,
nation,Wales,W92000004,06/06/2021,15770,3625,12145,
nation,Wales,W92000004,05/06/2021,33341,4817,28524,
nation,Wales,W92000004,04/06/2021,32729,5389,27340,
nation,Wales,W92000004,03/06/2021,31951,8596,23355,
nation,Wales,W92000004,02/06/2021,28111,8319,19792,
nation,Wales,W92000004,01/06/2021,25151,5435,19716,
nation,Wales,W92000004,31/05/2021,5630,1203,4427,
nation,Wales,W92000004,30/05/2021,6684,4644,2040,
nation,Wales,W92000004,29/05/2021,15248,6068,9180,
nation,Wales,W92000004,28/05/2021,28883,7296,21587,
nation,Wales,W92000004,27/05/2021,30712,8014,22698,
nation,Wales,W92000004,26/05/2021,28117,7402,20715,
nation,Wales,W92000004,25/05/2021,25847,7328,18519,
nation,Wales,W92000004,24/05/2021,21604,6056,15548,
nation,Wales,W92000004,23/05/2021,10415,7439,2976,
nation,Wales,W92000004,22/05/2021,26843,10788,16055,
nation,Wales,W92000004,21/05/2021,26316,11347,14969,
nation,Wales,W92000004,20/05/2021,28797,11583,17214,
nation,Wales,W92000004,19/05/2021,25491,12095,13396,
nation,Wales,W92000004,18/05/2021,21963,10106,11857,
nation,Wales,W92000004,17/05/2021,17886,8102,9784,
nation,Wales,W92000004,16/05/2021,10400,8643,1757,
nation,Wales,W92000004,15/05/2021,23035,13221,9814,
nation,Wales,W92000004,14/05/2021,29447,15156,14291,
nation,Wales,W92000004,13/05/2021,28776,14963,13813,
nation,Wales,W92000004,12/05/2021,28437,14150,14287,
nation,Wales,W92000004,11/05/2021,22015,12987,9028,
nation,Wales,W92000004,10/05/2021,21941,13680,8261,
nation,Wales,W92000004,09/05/2021,16255,12122,4133,
nation,Wales,W92000004,08/05/2021,24120,13222,10898,
nation,Wales,W92000004,07/05/2021,29767,13661,16106,
nation,Wales,W92000004,06/05/2021,27744,11626,16118,
nation,Wales,W92000004,05/05/2021,27025,11220,15805,
nation,Wales,W92000004,04/05/2021,19345,8752,10593,
nation,Wales,W92000004,03/05/2021,4258,3009,1249,
nation,Wales,W92000004,02/05/2021,8263,6704,1559,
nation,Wales,W92000004,01/05/2021,12481,7791,4690,
nation,Wales,W92000004,30/04/2021,32261,15932,16329,
nation,Wales,W92000004,29/04/2021,30570,14513,16057,
nation,Wales,W92000004,28/04/2021,33241,16023,17218,
nation,Wales,W92000004,27/04/2021,29407,15081,14326,
nation,Wales,W92000004,26/04/2021,19537,7972,11565,
nation,Wales,W92000004,25/04/2021,11275,8790,2485,
nation,Wales,W92000004,24/04/2021,27115,10479,16636,
nation,Wales,W92000004,23/04/2021,32709,15833,16876,
nation,Wales,W92000004,22/04/2021,32700,14818,17882,
nation,Wales,W92000004,21/04/2021,28225,15083,13142,
nation,Wales,W92000004,20/04/2021,24911,13280,11631,
nation,Wales,W92000004,19/04/2021,14704,6629,8075,
nation,Wales,W92000004,18/04/2021,8514,7165,1349,
nation,Wales,W92000004,17/04/2021,24644,12019,12625,
nation,Wales,W92000004,16/04/2021,30494,16251,14243,
nation,Wales,W92000004,15/04/2021,31685,16983,14702,
nation,Wales,W92000004,14/04/2021,29458,18763,10695,
nation,Wales,W92000004,13/04/2021,30341,18343,11998,
nation,Wales,W92000004,12/04/2021,24084,15088,8996,
nation,Wales,W92000004,11/04/2021,18121,15099,3022,
nation,Wales,W92000004,10/04/2021,32135,16436,15699,
nation,Wales,W92000004,09/04/2021,30354,19194,11160,
nation,Wales,W92000004,08/04/2021,30941,17362,13579,
nation,Wales,W92000004,07/04/2021,26288,17119,9169,
nation,Wales,W92000004,06/04/2021,15768,9449,6319,
nation,Wales,W92000004,05/04/2021,4388,2820,1568,
nation,Wales,W92000004,04/04/2021,8736,7171,1565,
nation,Wales,W92000004,03/04/2021,13231,10558,2673,
nation,Wales,W92000004,02/04/2021,15431,11763,3668,
nation,Wales,W92000004,01/04/2021,27234,16995,10239,
nation,Wales,W92000004,31/03/2021,28303,16702,11601,
nation,Wales,W92000004,30/03/2021,27394,13473,13921,
nation,Wales,W92000004,29/03/2021,20114,12960,7154,
nation,Wales,W92000004,28/03/2021,17366,13167,4199,
nation,Wales,W92000004,27/03/2021,34148,22228,11920,
nation,Wales,W92000004,26/03/2021,34815,23735,11080,
nation,Wales,W92000004,25/03/2021,32300,21432,10868,
nation,Wales,W92000004,24/03/2021,29206,17214,11992,
nation,Wales,W92000004,23/03/2021,28180,14724,13456,
nation,Wales,W92000004,22/03/2021,22353,15064,7289,
nation,Wales,W92000004,21/03/2021,21516,14417,7099,
nation,Wales,W92000004,20/03/2021,36368,26939,9429,
nation,Wales,W92000004,19/03/2021,38283,27729,10554,
nation,Wales,W92000004,18/03/2021,38511,23946,14565,
nation,Wales,W92000004,17/03/2021,38130,22904,15226,
nation,Wales,W92000004,16/03/2021,33587,17385,16202,
nation,Wales,W92000004,15/03/2021,25663,16935,8728,
nation,Wales,W92000004,14/03/2021,16290,9433,6857,
nation,Wales,W92000004,13/03/2021,36541,29169,7372,
nation,Wales,W92000004,12/03/2021,40211,27542,12669,
nation,Wales,W92000004,11/03/2021,38101,22646,15455,
nation,Wales,W92000004,10/03/2021,30439,14931,15508,
nation,Wales,W92000004,09/03/2021,26183,11819,14364,
nation,Wales,W92000004,08/03/2021,17386,9095,8291,
nation,Wales,W92000004,07/03/2021,10922,3237,7685,
nation,Wales,W92000004,06/03/2021,19531,11640,7891,
nation,Wales,W92000004,05/03/2021,29721,16377,13344,
nation,Wales,W92000004,04/03/2021,30876,15502,15374,
nation,Wales,W92000004,03/03/2021,24187,9523,14664,
nation,Wales,W92000004,02/03/2021,21597,8532,13065,
nation,Wales,W92000004,01/03/2021,15713,7816,7897,
nation,Wales,W92000004,28/02/2021,9465,2054,7411,
nation,Wales,W92000004,27/02/2021,14634,7279,7355,
nation,Wales,W92000004,26/02/2021,22993,14002,8991,
nation,Wales,W92000004,25/02/2021,23275,13064,10211,
nation,Wales,W92000004,24/02/2021,21336,10764,10572,
nation,Wales,W92000004,23/02/2021,18403,8853,9550,
nation,Wales,W92000004,22/02/2021,14382,7405,6977,
nation,Wales,W92000004,21/02/2021,7144,2165,4979,
nation,Wales,W92000004,20/02/2021,11950,6179,5771,
nation,Wales,W92000004,19/02/2021,21408,14839,6569,
nation,Wales,W92000004,18/02/2021,22523,16432,6091,
nation,Wales,W92000004,17/02/2021,21636,15282,6354,
nation,Wales,W92000004,16/02/2021,17161,11424,5737,
nation,Wales,W92000004,15/02/2021,12967,11118,1849,
nation,Wales,W92000004,14/02/2021,13987,13158,829,
nation,Wales,W92000004,13/02/2021,22555,22206,349,
nation,Wales,W92000004,12/02/2021,33715,33501,214,
nation,Wales,W92000004,11/02/2021,32062,31847,215,
nation,Wales,W92000004,10/02/2021,28786,28678,108,
nation,Wales,W92000004,09/02/2021,26855,26659,196,
nation,Wales,W92000004,08/02/2021,25483,24784,699,
nation,Wales,W92000004,07/02/2021,14540,14354,186,
nation,Wales,W92000004,06/02/2021,32760,32625,135,
nation,Wales,W92000004,05/02/2021,34791,33955,836,
nation,Wales,W92000004,04/02/2021,32891,32472,419,
nation,Wales,W92000004,03/02/2021,28129,28073,56,
nation,Wales,W92000004,02/02/2021,22951,22857,94,
nation,Wales,W92000004,01/02/2021,23559,23334,225,
nation,Wales,W92000004,31/01/2021,12898,12843,55,
nation,Wales,W92000004,30/01/2021,25299,25263,36,
nation,Wales,W92000004,29/01/2021,15980,15947,33,
nation,Wales,W92000004,28/01/2021,26225,26182,43,
nation,Wales,W92000004,27/01/2021,23801,23766,35,
nation,Wales,W92000004,26/01/2021,22797,22739,58,
nation,Wales,W92000004,25/01/2021,18771,18733,38,
nation,Wales,W92000004,24/01/2021,6322,6295,27,
nation,Wales,W92000004,23/01/2021,24038,23991,47,
nation,Wales,W92000004,22/01/2021,28284,28230,54,
nation,Wales,W92000004,21/01/2021,21901,21882,19,
nation,Wales,W92000004,20/01/2021,14645,14619,26,
nation,Wales,W92000004,19/01/2021,13989,13884,105,
nation,Wales,W92000004,18/01/2021,10259,10195,64,
nation,Wales,W92000004,17/01/2021,25434,25362,72,
nation,Wales,W92000004,16/01/2021,0,0,0,
nation,Wales,W92000004,15/01/2021,0,0,0,
nation,Wales,W92000004,14/01/2021,13410,13402,8,
nation,Wales,W92000004,13/01/2021,11615,11602,13,
nation,Wales,W92000004,12/01/2021,10143,10132,11,
nation,Wales,W92000004,11/01/2021,5218,5200,18,
nation,Wales,W92000004,10/01/2021,,,,
